,name,nationality,team,positions,age,overall,potential,contract,contract_start,contract_end,contract_length,height,weight,foot,value,wage,attacking,skill,movement,power,mentality,defending,goalkeeping,total
17714,N. Bassette,Belgium,Stade Malherbe Caen,ST,16,55,78,2021 ~ 2025,2021,2025,4,180,70,Left,400000.0,500.0,241,196,309,276,220,39,46,1327
17715,Shin Jae Won,Korea Republic,Suwon FC,ST CM,22,55,63,2022 ~ 2025,2022,2025,3,183,74,Right,275000.0,900.0,247,245,325,272,228,143,51,1511
17716,Lalruatthara,India,Odisha FC,LB RB CB,26,55,56,2021 ~ 2023,2021,2023,2,184,76,Left,140000.0,500.0,197,202,351,277,231,153,56,1467
17717,D. Remie,Netherlands,Feyenoord,GK,18,55,71,2021 ~ 2022,2021,2022,1,186,76,Right,275000.0,500.0,61,68,167,184,91,34,287,892
17718,M. Dilmurat,China PR,Henan Songshan Longmen FC,RB RM,23,55,63,2021 ~ 2025,2021,2025,4,169,72,Right,275000.0,2000.0,249,235,347,254,240,131,51,1507
17719,M. Emilsen,Norway,Vålerenga Fotball,CDM CM,18,55,76,2021 ~ 2023,2021,2023,2,186,78,Right,375000.0,500.0,208,231,273,260,228,158,41,1399
17720,N. Noll,Germany,TSG Hoffenheim,GK,18,55,72,2021 ~ 2025,2021,2025,4,188,75,Right,275000.0,500.0,55,74,180,179,89,31,275,883
17721,Pedro Lubamba,Angola,Royale Union Saint-Gilloise,LM RM,18,55,69,2021 ~ 2022,2021,2022,1,167,63,Right,300000.0,850.0,233,253,361,270,207,82,55,1461
17722,P. Schermer,Austria,WSG Tirol,GK,17,55,72,2021 ~ 2023,2021,2023,2,186,76,Right,275000.0,500.0,64,73,161,178,79,30,272,857
17723,A. Despa,Romania,Rapid București,ST,20,55,66,2021 ~ 2024,2021,2024,3,181,71,Left,275000.0,1000.0,230,234,329,278,200,44,47,1362
17724,J. Walsh,United Kingdom of Great Britain and Northern Ireland,Queens Park Rangers,GK,19,55,72,2021 ~ 2024,2021,2024,3,185,78,Right,300000.0,800.0,83,102,272,218,89,42,284,1090
17725,S. Mellack,Germany,SC Freiburg II,GK,20,55,67,2021 ~ 2023,2021,2023,2,198,90,Left,275000.0,500.0,65,72,169,176,102,36,270,890
17726,C. Jander,Germany,MSV Duisburg,CM,18,55,68,2022 ~ 2024,2022,2024,2,176,69,Right,300000.0,500.0,223,261,347,229,251,166,47,1524
17727,D. Majumder,India,Chennaiyin FC,GK,33,55,55,2021 ~ 2025,2021,2025,4,175,71,Right,40000.0,500.0,56,64,198,158,99,39,265,879
17728,Chen Zhechao,China PR,Shandong Taishan,LB LWB CM,26,55,57,2016 ~ 2024,2016,2024,8,175,72,Left,140000.0,3000.0,211,213,302,237,231,166,55,1415
17729,Liu Le,China PR,Chongqing Liangjiang Athletic,LB CB LM,32,55,55,2018 ~ 2022,2018,2022,4,183,76,Left,90000.0,1000.0,171,165,300,245,220,173,42,1316
17730,T. Bertelsmann,Germany,VfL Osnabrück,ST,19,55,67,2021 ~ 2022,2021,2022,1,178,72,Right,300000.0,600.0,228,210,352,265,215,46,51,1367
17731,M. Delorge,Belgium,Sint-Truidense VV,CAM,16,55,75,2021 ~ 2023,2021,2023,2,189,79,Left,350000.0,500.0,233,283,270,234,185,83,59,1347
17732,M. Cabrera,Uruguay,Montevideo City Torque,CM,19,55,66,2021 ~ 2022,2021,2022,1,172,65,Right,275000.0,500.0,240,233,313,271,243,145,44,1489
17733,B. Klebaniuk,Poland,Pogoń Szczecin,GK,19,55,70,2021 ~ 2025,2021,2025,4,191,79,Right,250000.0,500.0,70,70,181,160,91,30,270,872
17734,Yan Zihao,China PR,Shijiazhuang Ever Bright F.C.,LB LWB,26,55,56,2021 ~ 2024,2021,2024,3,178,74,Left,140000.0,1000.0,156,175,329,254,211,162,45,1332
17735,R. Lallawmawma,India,Jamshedpur FC,LB,29,55,55,2020 ~ 2022,2020,2022,2,175,70,Left,110000.0,500.0,173,190,315,272,206,157,43,1356
17736,S. Golui,India,Bengaluru FC,CB RB,23,55,63,2021 ~ 2023,2021,2023,2,180,70,Right,250000.0,500.0,196,203,322,279,226,161,55,1442
17737,A. Busch,Denmark,Silkeborg IF,CB,17,55,70,2020 ~ 2026,2020,2026,6,190,75,Right,275000.0,500.0,181,195,261,242,193,162,41,1275
17738,E. Çetin,Turkey,Fenerbahçe SK,GK,18,55,71,2021 ~ 2023,2021,2023,2,188,82,Right,275000.0,550.0,62,75,162,156,76,34,270,835
17739,A. Tamang,Nepal,SC East Bengal FC,CB,23,55,61,2022 ~ 2022,2022,2022,0,183,75,Right,180000.0,500.0,158,153,273,266,184,171,47,1252
17740,J. Rane,India,Bengaluru FC,CAM CM RM,28,55,55,2021 ~ 2024,2021,2024,3,175,68,Right,130000.0,500.0,235,257,347,299,217,97,54,1506
17741,E. Baggott,Indonesia,Ipswich Town,CB,18,55,72,2021 ~ 2024,2021,2024,3,194,86,Left,300000.0,550.0,152,145,257,253,184,177,39,1207
17742,S. Anini Jr,Finland,HJK Helsinki,LW RW,18,55,75,2022 ~ 2022,2022,2022,0,171,60,Right,350000.0,500.0,225,233,363,234,193,86,57,1391
17743,R. Brush,United Kingdom of Great Britain and Northern Ireland,Sligo Rovers,GK,36,55,55,2021 ~ 2022,2021,2022,1,185,86,Right,15000.0,500.0,83,95,252,192,103,41,272,1038
17744,M. Niemelä,Finland,HJK Helsinki,GK,19,55,70,2019 ~ 2022,2019,2022,3,189,75,Right,250000.0,500.0,50,65,154,165,100,28,275,837
17745,O. Wallin,Sweden,Degerfors IF,CB,19,55,64,2022 ~ 2024,2022,2024,2,190,83,Right,250000.0,500.0,193,212,261,249,185,159,54,1313
17746,M. Kinzig,Germany,FC Viktoria 1889 Berlin,GK,17,55,67,2021 ~ 2022,2021,2022,1,182,68,Right,250000.0,500.0,50,70,163,168,108,32,273,864
17747,J. Kindberg,Sweden,Kalmar FF,GK,27,55,58,2022 ~ 2022,2022,2022,0,184,80,Right,120000.0,550.0,68,83,168,197,91,30,280,917
17748,B. Craig,United States,Philadelphia Union,CDM CB,17,55,72,2020 ~ 2022,2020,2022,2,185,72,Right,300000.0,500.0,214,226,295,275,233,165,44,1452
17749,L. Bayere Junior,Côte d'Ivoire,Hammarby IF,ST,20,55,68,2020 ~ 2023,2020,2023,3,185,76,Left,300000.0,800.0,226,191,316,291,196,43,45,1308
17750,Shi Chenglong,China PR,Henan Songshan Longmen FC,GK,22,55,63,2018 ~ 2025,2018,2025,7,185,76,Right,250000.0,1000.0,116,113,172,217,120,57,275,1070
17751,J. Dewsnup,United States,Real Salt Lake,GK,17,55,70,2021 ~ 2024,2021,2024,3,185,73,Right,250000.0,500.0,57,69,137,164,82,31,266,806
17752,H. Valdimarsson,Iceland,IF Elfsborg,GK,19,55,67,2021 ~ 2026,2021,2026,5,196,80,Right,250000.0,500.0,92,113,167,182,87,33,268,942
17753,Y. Sunbul,Saudi Arabia,Al Raed,RW CAM,23,55,61,2021 ~ 2024,2021,2024,3,176,66,Right,200000.0,3000.0,241,265,327,221,197,103,55,1409
17754,F. Price,United Kingdom of Great Britain and Northern Ireland,Morecambe,LW RW,19,55,65,2020 ~ 2022,2020,2022,2,183,70,Right,275000.0,900.0,226,243,329,244,231,117,51,1441
17755,Lee Tae Suk,Korea Republic,FC Seoul,LB,18,55,72,2021 ~ 2022,2021,2022,1,174,70,Left,300000.0,500.0,184,211,297,228,227,155,48,1350
17756,N. El Hassani,France,Chamois Niortais Football Club,CM,21,55,65,2022 ~ 2022,2022,2022,0,176,68,Left,275000.0,850.0,246,291,322,212,231,135,58,1495
17757,J. Luamba,Congo DR,Oldham Athletic,ST,18,55,72,2020 ~ 2022,2020,2022,2,183,74,Right,325000.0,900.0,242,219,330,267,202,88,56,1404
17758,M. Rongier,France,Amiens SC,GK,19,55,69,2021 ~ 2025,2021,2025,4,185,75,Right,250000.0,500.0,64,70,177,177,85,30,278,881
17759,I. Andres,Romania,FC Voluntari,CB,21,55,66,2021 ~ 2024,2021,2024,3,192,82,Left,275000.0,650.0,170,162,265,264,212,163,52,1288
17760,W. Harris,United Kingdom of Great Britain and Northern Ireland,Barrow,ST,20,55,65,"Jun 30, 2022 On Loan",0,0,0,188,84,Right,275000.0,2000.0,237,226,326,307,197,56,63,1412
17761,O. van der Vlag,Netherlands,FC Groningen,GK,17,55,69,2021 ~ 2022,2021,2022,1,192,70,Right,250000.0,500.0,58,68,168,174,81,35,270,854
17762,L. Tagesson,Sweden,Djurgårdens IF,RB,19,55,70,2020 ~ 2022,2020,2022,2,178,67,Right,275000.0,650.0,177,192,321,226,198,144,42,1300
17763,J. Urbig,Germany,1. FC Köln,GK,17,55,75,2021 ~ 2024,2021,2024,3,189,74,Left,300000.0,500.0,59,70,172,172,99,32,277,881
17764,I. Arslan,Turkey,Galatasaray SK,CB,20,55,67,2021 ~ 2022,2021,2022,1,186,76,Right,275000.0,5000.0,167,155,255,253,202,183,52,1267
17765,T. Kalinauskas,Lithuania,AFC Wimbledon,CAM,21,55,67,"Jun 30, 2022 On Loan",0,0,0,178,70,Right,300000.0,5000.0,251,253,324,248,225,140,44,1485
17766,J. Ngounou Djayo,Germany,TSV 1860 München,CF CAM,20,55,68,2020 ~ 2022,2020,2022,2,185,81,Right,300000.0,550.0,231,214,327,306,202,46,49,1375
17767,Y. Boyar,Turkey,Atakaş Hatayspor,GK,22,55,63,2020 ~ 2025,2020,2025,5,190,79,Right,250000.0,1000.0,58,81,136,172,86,30,280,843
17768,C. Montgomery,Canada,Minnesota United FC,CB,24,55,61,2020 ~ 2022,2020,2022,2,190,84,Right,180000.0,1000.0,177,159,239,286,184,165,55,1265
17769,I. Powell,Australia,Brisbane Roar,LWB LB,19,55,65,2019 ~ 2022,2019,2022,3,173,70,Left,250000.0,500.0,201,203,348,276,211,142,55,1436
17770,B. Iglesias,Chile,Universidad Católica,CM,18,55,68,2020 ~ 2023,2020,2023,3,171,65,Right,300000.0,650.0,216,234,323,266,246,133,51,1469
17771,S. Fisher,Scotland,Dundee FC,CB,19,55,69,2020 ~ 2023,2020,2023,3,188,83,Right,275000.0,600.0,159,148,258,246,195,159,48,1213
17772,L. Lawrie,Australia,Melbourne Victory,ST LM RM,19,55,68,2020 ~ 2022,2020,2022,2,172,64,Right,300000.0,1000.0,235,232,349,250,220,68,55,1409
17773,B. House,United Kingdom of Great Britain and Northern Ireland,Sutton United,GK,22,55,60,2020 ~ 2022,2020,2022,2,183,70,Right,160000.0,1000.0,58,73,171,157,86,35,273,853
17774,J. Lindgren,Sweden,IFK Norrköping,GK,23,55,61,2016 ~ 2024,2016,2024,8,184,80,Right,160000.0,700.0,73,80,174,193,112,43,269,944
17775,S. Visentin,Argentina,Crotone,CB,22,55,64,2021 ~ 2024,2021,2024,3,187,80,Right,275000.0,500.0,155,133,261,255,193,175,53,1225
17776,M. Carver,United Kingdom of Great Britain and Northern Ireland,Hartlepool United,ST,27,55,55,2022 ~ 2023,2022,2023,1,180,75,Right,140000.0,2000.0,226,197,331,282,192,58,53,1339
17777,P. Löhr,Germany,Karlsruher SC,GK,20,55,65,2020 ~ 2022,2020,2022,2,186,74,Right,240000.0,1000.0,58,72,170,181,104,33,270,888
17778,E. Turns,United Kingdom of Great Britain and Northern Ireland,Brighton & Hove Albion,CB,18,55,72,2020 ~ 2024,2020,2024,4,185,76,Left,300000.0,2000.0,186,183,290,256,215,165,58,1353
17779,B. Al Enazi,Saudi Arabia,Al Tai,GK,21,55,66,2019 ~ 2023,2019,2023,4,182,75,Right,250000.0,1000.0,83,96,208,185,111,32,279,994
17780,N. Hayes,United Kingdom of Great Britain and Northern Ireland,Ipswich Town,GK,22,55,65,2022 ~ 2023,2022,2023,1,195,84,Right,250000.0,1000.0,61,57,196,167,95,31,269,876
17781,O. Rosengren,Sweden,Mjällby AIF,CM,18,55,74,2021 ~ 2025,2021,2025,4,175,70,Right,325000.0,500.0,232,256,324,236,263,128,53,1492
17782,Zu Pengchao,China PR,Hebei FC,LB RM ST,24,55,60,2021 ~ 2024,2021,2024,3,182,70,Left,180000.0,2000.0,232,267,346,264,240,141,57,1547
17783,N. Sekar,India,Odisha FC,LM RM,25,55,56,2018 ~ 2023,2018,2023,5,173,65,Right,150000.0,500.0,228,236,354,261,238,77,56,1450
17784,R. East,United Kingdom of Great Britain and Northern Ireland,Swindon Town,CM CDM,22,55,59,2021 ~ 2022,2021,2022,1,176,70,Left,180000.0,2000.0,241,285,343,254,234,118,50,1525
17785,R. Hannam,United Kingdom of Great Britain and Northern Ireland,Crystal Palace,LB,20,55,69,2020 ~ 2023,2020,2023,3,178,67,Left,300000.0,5000.0,210,219,324,213,216,157,52,1391
17786,S. Sarangi,India,Odisha FC,RB RM,21,55,62,2018 ~ 2023,2018,2023,5,179,68,Right,240000.0,500.0,230,228,320,293,224,147,51,1493
17787,J. Chorushij,Germany,VfL Osnabrück,CM CDM CAM,18,55,69,2021 ~ 2022,2021,2022,1,172,68,Right,300000.0,500.0,227,249,382,247,243,148,50,1546
17788,F. Odhiambo,Kenya,Djurgårdens IF,CB,18,55,70,2022 ~ 2026,2022,2026,4,190,80,Right,275000.0,500.0,166,163,300,243,186,164,49,1271
17789,J. Rodwell,United Kingdom of Great Britain and Northern Ireland,Preston North End,ST,18,55,71,2021 ~ 2022,2021,2022,1,188,75,Right,325000.0,2000.0,233,214,315,294,210,51,62,1379
17790,A. Al Geaidy,Egypt,Al Fateh,LW RW,25,55,56,2021 ~ 2022,2021,2022,1,177,71,Left,150000.0,5000.0,215,279,328,254,192,62,45,1375
17791,C. Smith,United States,FC Dallas,RB RM,17,55,73,2021 ~ 2023,2021,2023,2,178,78,Right,300000.0,500.0,205,209,318,249,224,157,45,1407
17792,P. Mattsson,Denmark,Silkeborg IF,CM CDM,19,55,69,2019 ~ 2024,2019,2024,5,181,74,Right,300000.0,1000.0,238,246,298,282,240,159,59,1522
17793,S. Gama,India,FC Goa,LB LM,24,55,62,2018 ~ 2024,2018,2024,6,165,59,Left,240000.0,500.0,211,222,352,263,207,146,55,1456
17794,V. Prijović,Serbia,Aalborg BK,CB LWB,19,55,67,2020 ~ 2024,2020,2024,4,185,74,Left,275000.0,1000.0,195,216,298,261,222,164,62,1418
17795,C. Bramwell,Australia,Perth Glory,ST CAM RM,19,55,66,2021 ~ 2022,2021,2022,1,179,75,Right,275000.0,650.0,242,236,311,283,224,80,54,1430
17796,A. Singh Kiyam,India,SC East Bengal FC,CM CDM RB,20,55,68,"May 31, 2022 On Loan",0,0,0,171,62,Right,300000.0,500.0,222,264,338,277,253,155,48,1557
17797,M. Cox,United Kingdom of Great Britain and Northern Ireland,Brentford,GK,18,55,76,2021 ~ 2024,2021,2024,3,182,74,Right,375000.0,550.0,65,88,188,166,73,28,275,883
17798,T. Helgason,Iceland,Lecce,CM,20,55,65,2021 ~ 2025,2021,2025,4,187,78,Right,275000.0,550.0,231,261,306,317,246,122,59,1542
17799,M. Al Rubaie,Saudi Arabia,Al Batin,CB RB,25,55,58,2020 ~ 2023,2020,2023,3,182,81,Right,150000.0,2000.0,157,145,236,276,183,167,44,1208
17800,W. Al Enazi,Saudi Arabia,Al Fateh,GK,24,55,61,"Jun 30, 2022 On Loan",0,0,0,191,69,Right,160000.0,3000.0,62,70,198,166,105,39,275,915
17801,M. Al Aqel,Saudi Arabia,Al Tai,ST RM,21,55,65,2019 ~ 2022,2019,2022,3,182,71,Right,275000.0,3000.0,242,234,313,268,223,60,53,1393
17802,K. Holmén,Sweden,IF Elfsborg,CM,19,55,70,2021 ~ 2025,2021,2025,4,177,76,Left,300000.0,500.0,236,265,303,255,234,132,48,1473
17803,O. Aghatise,Germany,Derby County,CAM RM,18,55,70,2019 ~ 2022,2019,2022,3,178,69,Right,300000.0,800.0,228,263,324,259,227,105,43,1449
17804,Ko Jae Hyeon,Korea Republic,Daegu FC,RM LW,22,55,64,2018 ~ 2024,2018,2024,6,180,67,Right,275000.0,1000.0,244,221,312,218,232,70,56,1353
17806,Kim Dong Heon,Korea Republic,Incheon United FC,GK,24,55,61,2019 ~ 2022,2019,2022,3,186,87,Right,160000.0,550.0,67,66,150,181,100,43,280,887
17807,P. Yazbek,Australia,Sydney FC,CDM CM,19,55,68,2021 ~ 2023,2021,2023,2,178,69,Right,275000.0,750.0,239,251,289,251,244,161,62,1497
17808,T. Nakashima,Japan,Hokkaido Consadole Sapporo,ST,19,55,69,2021 ~ 2024,2021,2024,3,188,77,Left,300000.0,700.0,266,207,254,298,243,83,43,1394
17809,Y. Djiga,Burkina Faso,FC Basel 1893,CB,18,55,75,2021 ~ 2025,2021,2025,4,187,80,Right,325000.0,600.0,188,177,283,262,199,163,58,1330
17810,Guille Bueno,Spain,Borussia Dortmund II,LB,18,55,69,2021 ~ 2024,2021,2024,3,178,73,Left,275000.0,500.0,199,242,348,237,205,138,47,1416
17811,A. Bergmark Wiberg,Sweden,Djurgårdens IF,ST,24,55,60,2019 ~ 2022,2019,2022,3,182,73,Right,190000.0,1000.0,222,203,289,279,193,36,62,1284
17812,P. Joly,France,AJ Auxerre,CB,21,55,64,2021 ~ 2023,2021,2023,2,182,75,Left,275000.0,750.0,193,168,283,240,199,183,46,1312
17813,R. Longelo,United Kingdom of Great Britain and Northern Ireland,Accrington Stanley,LM,21,55,64,2022 ~ 2023,2022,2023,1,184,72,Left,275000.0,750.0,226,253,339,244,207,120,47,1436
17814,B. Van Den Eynden,Belgium,KV Mechelen,CM,19,55,69,2020 ~ 2022,2020,2022,2,186,83,Left,300000.0,1000.0,236,265,267,310,255,148,53,1534
17815,K. Matsumoto,Japan,Kashiwa Reysol,GK,24,55,59,2020 ~ 2023,2020,2023,3,185,80,Right,140000.0,1000.0,59,71,164,194,82,35,277,882
17816,Choi Do Yun,Korea Republic,Pohang Steelers,LB,20,55,66,2020 ~ 2022,2020,2022,2,174,70,Left,275000.0,850.0,194,218,300,226,226,163,60,1387
17817,G. Lagerbielke,Sweden,IF Elfsborg,CB,21,55,66,2021 ~ 2025,2021,2025,4,185,75,Right,275000.0,600.0,183,206,281,242,204,162,57,1335
17818,C. Avram,Romania,Gaz Metan Mediaş,CB CDM,18,54,70,2020 ~ 2023,2020,2023,3,186,70,Right,250000.0,500.0,177,181,296,258,260,164,39,1375
17819,A. Delphis,France,FC Sochaux-Montbéliard,CM,18,54,67,2021 ~ 2023,2021,2023,2,178,68,Right,250000.0,500.0,245,259,307,239,222,141,56,1469
17820,P. Sonn,Germany,SV Darmstadt 98,CM,16,54,73,2021 ~ 2022,2021,2022,1,173,68,Right,275000.0,500.0,221,249,322,244,239,135,56,1466
17822,I. Ogundere,United Kingdom of Great Britain and Northern Ireland,AFC Wimbledon,RB,18,54,69,2021 ~ 2022,2021,2022,1,177,69,Right,240000.0,500.0,200,231,341,218,228,145,55,1418
17823,F. Recktenwald,Germany,1. FC Saarbrücken,RB CDM,18,54,68,2021 ~ 2024,2021,2024,3,175,65,Right,240000.0,500.0,198,217,351,201,218,151,49,1385
17824,D. Farooq,India,Bengaluru FC,CAM CM LM,25,54,57,2021 ~ 2023,2021,2023,2,185,75,Right,140000.0,500.0,261,239,319,281,218,98,53,1469
17825,G. Burroughs,Scotland,Coventry City,CB,18,54,73,2021 ~ 2023,2021,2023,2,191,82,Right,250000.0,850.0,179,163,263,236,184,163,55,1243
17826,J. Burton,United Kingdom of Great Britain and Northern Ireland,Tranmere Rovers,ST,19,54,66,2020 ~ 2022,2020,2022,2,180,74,Right,250000.0,1000.0,222,210,310,281,193,39,58,1313
17827,Kim Hyun Woo,Korea Republic,Ulsan Hyundai FC,CB RB,22,54,65,"Dec 31, 2022 On Loan",0,0,0,183,74,Right,230000.0,500.0,206,201,304,257,239,159,61,1427
17828,S. Henriksen,Norway,Viking FK,CB,19,54,69,2020 ~ 2022,2020,2022,2,192,78,Right,240000.0,500.0,234,257,307,267,220,165,42,1492
17829,L. Duzel,Australia,Western United FC,CM CAM,19,54,68,2019 ~ 2023,2019,2023,4,182,71,Right,250000.0,500.0,220,256,321,225,234,129,46,1431
17830,J. Singh,Denmark,Brøndby IF,ST CAM,20,54,68,2019 ~ 2023,2019,2023,4,185,70,Right,250000.0,2000.0,239,246,334,265,213,40,49,1386
17831,Park Kyung Bae,Korea Republic,Gangwon FC,ST CF,20,54,68,2020 ~ 2022,2020,2022,2,182,70,Right,250000.0,1000.0,229,215,283,271,229,69,52,1348
17832,Gong Qiule,China PR,Hebei FC,RB RM,21,54,63,2019 ~ 2022,2019,2022,3,171,68,Right,230000.0,1000.0,177,180,330,204,220,153,42,1306
17833,S. Rathi,India,ATK Mohun Bagan FC,LB LWB CB,19,54,70,2020 ~ 2025,2020,2025,5,176,70,Left,275000.0,500.0,175,183,333,268,218,153,43,1373
17834,Cho Yoon Sung,Korea Republic,Gangwon FC,CB,22,54,65,2020 ~ 2022,2020,2022,2,185,80,Right,230000.0,1000.0,206,195,271,273,208,157,49,1359
17835,R. Rainey,Republic of Ireland,Finn Harps,RM CAM LB,24,54,57,2020 ~ 2022,2020,2022,2,178,75,Right,150000.0,500.0,251,264,294,294,248,150,59,1560
17836,C. Dixon,United Kingdom of Great Britain and Northern Ireland,Derby County,CM,20,54,66,2021 ~ 2022,2021,2022,1,177,70,Right,250000.0,2000.0,220,243,314,252,258,127,48,1462
17837,S. Al Wehimid,Saudi Arabia,Al Ittihad,GK,23,54,64,2021 ~ 2024,2021,2024,3,184,74,Right,210000.0,3000.0,65,60,196,180,109,38,265,913
17838,Lee Kang Han,Korea Republic,Gangwon FC,RB,21,54,68,2020 ~ 2022,2020,2022,2,176,68,Right,250000.0,850.0,237,217,302,250,238,156,48,1448
17839,R. Tlang,India,Odisha FC,RM LM,26,54,54,"May 31, 2022 On Loan",0,0,0,166,65,Right,120000.0,500.0,221,237,350,262,195,85,44,1394
17840,D. Iancu,Romania,Gaz Metan Mediaş,ST CAM,18,54,69,2021 ~ 2022,2021,2022,1,180,63,Right,250000.0,700.0,235,250,308,287,208,48,50,1386
17841,M. Acerval,Uruguay,Cerro Largo Fútbol Club,GK,33,54,54,2022 ~ 2026,2022,2026,4,188,85,Right,35000.0,500.0,58,81,210,221,177,29,267,1043
17842,K. Dagriri,Saudi Arabia,Al Faisaly,RB,19,54,71,2020 ~ 2025,2020,2025,5,173,60,Right,275000.0,1000.0,184,191,321,234,210,155,55,1350
17843,M. Richter,Germany,FC Würzburger Kickers,GK,21,54,64,2021 ~ 2024,2021,2024,3,198,87,Right,210000.0,650.0,57,60,156,180,96,30,266,845
17844,R. Yamane,Japan,Yokohama F. Marinos,CM,17,54,75,2020 ~ 2023,2020,2023,3,173,65,Right,325000.0,500.0,231,292,315,235,216,130,47,1466
17845,T. Ernst,Germany,VfL Bochum 1848,GK,18,54,75,2021 ~ 2025,2021,2025,4,193,84,Right,300000.0,500.0,58,83,188,184,100,34,265,912
17846,J. Sveinhaug,Norway,Lillestrøm SK,GK,17,54,70,2021 ~ 2022,2021,2022,1,185,75,Right,240000.0,500.0,71,74,186,187,90,32,275,915
17847,A. Niekawa,Japan,Urawa Red Diamonds,GK,27,54,58,2022 ~ 2023,2022,2023,1,195,90,Right,110000.0,1000.0,65,76,168,173,84,36,263,865
17848,J. Milne,Scotland,Aberdeen,CDM,18,54,66,2021 ~ 2023,2021,2023,2,192,78,Right,240000.0,500.0,221,223,259,248,229,159,38,1377
17849,M. Chiacig,Belgium,Royal Charleroi S.C.,GK,17,54,72,2021 ~ 2024,2021,2024,3,185,75,Right,240000.0,500.0,53,50,170,157,82,26,271,809
17850,P. Sejdiu,Sweden,Malmö FF,RW,21,54,65,2020 ~ 2024,2020,2024,4,182,65,Left,240000.0,1000.0,205,264,327,262,195,84,56,1393
17851,Jang Seong Won,Korea Republic,Daegu FC,RWB RM,24,54,60,2018 ~ 2022,2018,2022,4,175,70,Right,160000.0,1000.0,220,233,340,269,240,137,63,1502
17852,Zhang Zijian,China PR,Changchun Yatai FC,CB,24,54,58,2020 ~ 2025,2020,2025,5,186,82,Right,140000.0,1000.0,175,148,260,263,175,167,63,1251
17853,E. Olsson,Sweden,Kalmar FF,CB,18,54,69,2021 ~ 2025,2021,2025,4,188,72,Left,230000.0,500.0,172,175,273,232,199,157,48,1256
17854,N. Defreitas,Denmark,Swansea City,GK,19,54,67,2021 ~ 2022,2021,2022,1,189,75,Right,220000.0,1000.0,71,81,158,157,89,36,269,861
17855,L. Isherwood,United Kingdom of Great Britain and Northern Ireland,Accrington Stanley,GK,18,54,68,2020 ~ 2023,2020,2023,3,193,76,Right,220000.0,500.0,60,72,160,151,85,30,267,825
17856,Han Ji Yul,Korea Republic,Daegu FC,GK,17,54,70,2022 ~ 2026,2022,2026,4,193,88,Right,240000.0,500.0,71,81,146,174,114,39,263,888
17857,E. McJannet,Republic of Ireland,Luton Town,CAM CM,17,54,74,2021 ~ 2023,2021,2023,2,177,69,Right,300000.0,500.0,227,264,312,237,215,100,54,1409
17858,A. Rodriguez,United States,Colorado Rapids,GK,18,54,70,2020 ~ 2022,2020,2022,2,175,75,Left,240000.0,500.0,65,66,158,165,88,27,272,841
17859,M. Braune,Germany,MSV Duisburg,GK,18,54,66,2021 ~ 2024,2021,2024,3,186,75,Right,220000.0,500.0,65,60,171,171,86,32,271,856
17860,Papu Mendes,Portugal,Servette FC,ST,20,54,67,2021 ~ 2022,2021,2022,1,172,65,Right,250000.0,2000.0,251,219,360,245,215,50,52,1392
17861,Kim Sang Jun,Korea Republic,Suwon Samsung Bluewings,CB CDM,19,54,66,2019 ~ 2022,2019,2022,3,184,74,Right,240000.0,500.0,177,243,299,283,226,163,48,1439
17862,S. Rea,Canada,Club de Foot Montréal,CAM LW,19,54,71,2020 ~ 2022,2020,2022,2,171,63,Right,275000.0,750.0,223,257,325,247,205,85,52,1394
17863,S. Øverby,Norway,Mjøndalen IF,CB,22,54,62,2021 ~ 2024,2021,2024,3,179,64,Left,230000.0,600.0,159,148,267,247,182,170,60,1233
17864,Y. Al Hassan,Mali,Al Taawoun,LM ST,20,54,69,2021 ~ 2023,2021,2023,2,174,72,Right,250000.0,3000.0,230,228,348,294,207,66,41,1414
17865,J. McCracken,Scotland,Norwich City,GK,21,54,66,2018 ~ 2024,2018,2024,6,185,71,Right,230000.0,2000.0,62,67,188,185,93,35,279,909
17866,J. Perez,Mexico,LA Galaxy,RM,18,54,74,2020 ~ 2022,2020,2022,2,167,61,Left,300000.0,500.0,222,233,367,236,203,78,54,1393
17867,A. Al Sultan,Saudi Arabia,Al Tai,CB,21,54,65,2020 ~ 2025,2020,2025,5,186,76,Right,230000.0,2000.0,181,161,276,249,190,160,50,1267
17868,O. Enersen,Norway,Strømsgodset IF,CM CAM,18,54,71,2021 ~ 2024,2021,2024,3,181,67,Right,275000.0,500.0,219,243,365,262,240,138,50,1517
17869,Á. Garrido,Chile,CD Huachipato,CM,21,54,68,2020 ~ 2024,2020,2024,4,173,71,Right,275000.0,900.0,221,251,329,228,232,137,52,1450
17870,N. Lemoine,United States,Houston Dynamo,RM RW,21,54,69,2020 ~ 2022,2020,2022,2,173,64,Right,275000.0,950.0,222,233,319,236,203,78,56,1347
17871,He Longhai,China PR,Shanghai Shenhua FC,RM RW,19,54,64,2021 ~ 2025,2021,2025,4,171,63,Right,230000.0,1000.0,241,255,321,251,234,150,43,1495
17872,M. Bækken,Norway,Mjøndalen IF,ST,19,54,67,2020 ~ 2022,2020,2022,2,177,69,Right,250000.0,500.0,242,221,339,250,223,55,45,1375
17873,Wei Minzhe,China PR,Shenzhen FC,GK,22,54,60,2021 ~ 2022,2021,2022,1,193,78,Right,140000.0,1000.0,85,77,149,175,85,44,267,882
